Company Name,Ticker,% Ratio of Q1/Q0,% Change Q1 Est. (4 weeks),% Change F1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),Previous EPS Surprise (%),Last EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Reported Qtr ,Last Yr's EPS (F0) Before NRI,% Change Q2 Est. (4 weeks),% Change Q0 Est. (4 weeks),F1 Consensus Est.,This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),% Change EPS (F(-1)/F(-2)),Long-Term Growth Consensus Est.,5 Yr. Hist. EPS Growth,Q0 Consensus Est. (last completed fiscal Qtr),Q1 Consensus Est. ,St. Dev. Q1 / Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q2 / Q2 Consensus,F0 Consensus Est.,Last Reported Fiscal Yr ,12 Mo Trailing EPS,% Rating Strong Buy or Buy,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range,Beta,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),% Price Change (YTD),Relative Price Change,Avg Volume,Market Cap ,Last Close,Average Target Price,% Rating Downgrades ,Earnings ESP (Expected Surprise Prediction),Current Avg Broker Rec,% Rating Strong Sell or Sell,% Rating Change - 4 Weeks,Industry Rank (of ABR),Rank in Industry (of ABR),Change in Avg Rec ,# Rating Upgrades,# Rating Downgrades ,% Rating Hold,% Rating Upgrades ,Shares Outstanding ,Debt/Total Capital,Inventory ,Receivables ,Current Liabilities ,Asset Utilization,Inventory Turnover,Turnover,Operating Margin 12 Mo,Net Margin,Dividend ,5 Yr Hist. Div. Growth %,5 Yr Div. Yield %,Intangibles,Current Assets ,Q(1) Consensus Sales Est. (Mil.),Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,Long Term Debt ,Preferred Equity,Sales Growth F(0)/F(-1),Common Equity,F(1) Consensus Sales Est. (Mil.),Book Value,Div. Yield %,Annual Sales,Current ROE (TTM),Price/Sales,Price/Book,Price/Cash Flow,P/E (F2),PEG Ratio,P/E (F1),P/E (Trailing 12 Months),5 Yr Historical Sales Growth,St. Dev. F1 / F1 Consensus,F2 Consensus Est.,Current ROI (TTM),ROI (5 Yr Avg),Current ROA (TTM),Cost of Goods Sold,EBITDA ,EBIT ,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,Pretax Income ,Market Value/# Analysts,ROA (5 Yr Avg),% Ratio of Q1/prior Yr Q1 Actual Q(-3),Exchange,# of Analysts in Q0 Consensus,
ADOBE SYSTEMS,ADBE,55.07,-2.56,3.42,-.65,0,33.33,43.75,17.95,.23,.23,20140501,.84,-1.75,-6.25,.65,-22.02,-54.35,-49.78,9.33,-7.02,.16,.13,.05,.14,.19,.83,20131130,.78,71.43,73.57,44.89,81.94,1.25,-1.24,-4.62,13.6,14.21,9.65,2319374,34015.48,68.39,78.75,0,,1.64,0,0,32,47,0,0,0,28.57,0,497.38,11.901,0,599.82,1525.64001,.39824,,7.5871,9.85,.07,0,,0,5377.22998,4045.91992,1014.89898,.14,1.86,2.65,2.25878,1499.29003,0,-7.91,6724.62988,4153.16601,13.33,0,4055.24,6.03,8.29,5.13,45.18,48.59,11.19,104.41,87.68,7.14,.07633,1.41,5.12,10.857,3.92,586.54998,744.85998,423.64001,-61.84644,-49.78,-65.17887,756.695,289.98001,356.14001,8503.86914,8.94719,60.32,NSDQ,4,
ADEPT TECH INC,ADEP,,0,0,,0,-400,200,-25,0,0,20140301,-.83,0,0,.25,2633.3,-186.21,102.2,20,,.02,.08,,.08,,-.01,20140630,-.04,66.67,21.45,3.27,32.56,2.04,.99,-2.03,-11.38,-45.59,-48.31,173316.05,119.96,9.19,21,0,,1.67,0,0,133,3,0,0,0,33.33,0,13.05,.87976,8.13,10.84,12.25,1.88569,3.66729,5.15959,.4,,0,,0,2.52999,25.72999,17.39999,,2.57,,,.28,7.76,-29.3,9.57999,71.80999,1.58,0,46.82,1.78,2.11,5.82,,,1.81,36.28,,5.46,.42209,,1.21,-23.16501,.75,27.69,-8.9,-10.27001,,102.2,-169.35485,-6.93201,-10.02001,-10.34001,39.98569,-14.42801,,NSDQ,3,
ADV EMISSIONS,ADES,,-68.75,-9.18,0,,-328.57,245.45,-87.36,.07999,.08,20130901,-.54,-26.19,,.94,674.05,-532,,,,.04,.05,,.31,,-.16,20131231,-.43,100,29,17.75,36.43,2.27,2.15,-3.53,20.52,-19.42,-21.89,167225,474.8,21.85,31.1,0,0,1.2,0,0,146,5,0,0,0,0,0,21.73,,0,11.02,49.38999,,,,,,0,,0,0,25.29,132.69999,,,,,2.29999,0,304.24,-40.13001,478.5,,0,215.52,,1.76,,,7.34,,23.24,,,.90269,2.97,,-44.238,,192.55,-4.39,-9.66,,,42.70056,-5.5,-13.07,-11.12,237.40025,-15.48201,-21.28,NSDQ,1,
ALCOBRA LTD,ADHD,,4.03,8.2,16.47,,-28.57,223.91,,.56999,.57,20140301,-1.04,21.13,.86,-2.28,-118.91,-420,-72.4,,,-.58,-.6,-.06,-.56,-.38,-.93,20131231,-.31,100,25.51,12.47,57.36,.85,14.52,7.26,22.32,10.83,4.65,111179.1,272.06,19.95,37.33,0,5,1,0,0,10,13,0,0,0,0,0,13.64,0,0,.10999,1.62999,,,,,,0,,,0,50.20999,,,13.6,30.8,30.73619,0,0,,48.68,,3.22,0,,-7.35,,6.2,,,,,,,-.08103,-2.13,-7.35,,-7,0,10.548,10.53999,,-72.4,767.5111,-10.54,10.53999,10.53999,90.68605,,396.67,NSDQ,2,
ANALOG DEVICES,ADI,,1.72,.42,1.13,0,2.08,5,4.89,.58999,.59,20140401,2.14,1.58,.19,2.37,10.54,.47,11.35,11.4,11.36,.63,.66,.05,.6,.08,2.11,20131031,2.27,50,55.79,45.69,38.12,1.2,-.18,-8.93,-2.44,-2.73,-7.01,1915467.75,15562.74,49.54,57.89,0,0,2,0,0,50,12,0,0,0,50,0,314.14,15.03299,283.32998,325.14001,570.51,.41938,3.20849,7.86679,26.81,.26,1.32,15.32699,2.82,312.66,5472.41992,743.44598,,9.87,9.1,8.52561,872.23999,0,-2.5,4739.56982,2779.79809,15.78,2.99,2633.69,15.01,5.82,3.14,19.79,18.19,1.84,20.94,21.82,3.92,.0166,2.72,12.69,15.78899,11.24,941.27001,952.83001,842.41998,,11.35,3.41661,777.61602,673.47998,815.32,864.59686,13.673,116.45,NSDQ,17,
ADAMAS PHARMA,ADMS,-77.27,0,0,-303.75,,-644.44,-57.49,,.87999,.88,20140601,3.51,0,0,1.15,-67.09,,,,,2.07,-.68,,-.8,,,20131231,,100,20.07,13,36.35,,-2.14,-3.17,-17.84,,,72045.75,260.14,15.57,33.33,0,,1.33,0,0,17,15,0,0,0,0,0,16.71,0,0,.11999,4.21,,,,,.72,0,,,0,86,.18,,18.27,20.43,20.39904,0,19.13999,89.74,56.61,47.77,5.39,0,71.1,,,2.89,7.43,,,13.48,,,1.53662,-.82,,,,0,52.25,52.18999,,,187.19683,33.12799,50.91999,52.11,130.07177,,,NSDQ,1,
AUDIENCE INC,ADNC,269.44,-2325,-169,,,4.35,-12.5,22.37,-.18001,-.18,20140601,.15,-3450,0,-1.35,-996.67,-79.45,-217.26,,,-.16,-.49,-.01,-.34,-.02,.02,20131231,-.6,25,13.35,8.05,6.98,.82,-11.65,-26.4,-27.04,-27.66,-31.06,232486.25,188.36,8.42,10.25,0,0,2.5,0,-25,179,9,.5,0,0,75,0,22.37,0,13.42,5.67,17.23999,.77354,3.7028,16.12899,-9.31,.01,0,,,0,163.47999,31.25,,8.89,8.7,8.37528,0,0,11.57,159.38,138.343,6.97,0,160.55,-8.35,1.33,1.21,26.85,,,,,,-.00526,-1.08,-8.35,,-7.2,71.26,7.53999,4.13,-159.52335,-217.26,-86.72226,6.86499,2.06999,4.13,94.18191,6.30369,538.89,NSDQ,1,
AUTOMATIC DATA,ADP,116.12,-1.94,.66,1.47,2.08,-1.85,0,.62,.62999,.63,20140601,3.14,-1.47,0,3.51,11.78,8.65,7.82,9.8,6.51,.63,.73,.03,.84,.02,3.14,20140630,3.15,27.78,82.61,70.24,87.95,.86,-.23,1.22,5.69,.4,-4.08,1239983.88,39108.11,81.12,82.27,0,0,2.61,11.11,1.47,,,-.04,0,0,61.11,0,482.1,.17211,0,1598.30004,23908,.35811,,7.1142,12.44,.12,1.875,8.73279,2.86,3695.80004,25833.40039,3050.3081,0,1.08,,,11.5,0,7.93,6670.20019,13143.87988,13.84,2.37,12206.5,23.62,3.2,5.86,21.83,20.7,2.36,23.11,25.75,7.69,.00587,3.92,23.57,21.80599,4.45,7221.3999,2489.69995,2280.69995,1.1758,7.82,7.83183,1803.09997,1515.90002,2274.60009,2300.47729,4.07469,107.58,NSDQ,15,
AUTODESK INC,ADSK,,6.9,0,-.34,1.13,33.33,0,15.26,.20999,.21,20140401,1.26,-2.44,0,.69,-44.97,-11.27,-10.04,8.98,17.66,.17,.16,.05,.2,0,1.17,20140131,1.15,69.23,57.36,34.89,84.65,1.85,1.05,-2.75,12.74,7.14,3.16,1780814.75,12284.31,53.91,60.82,0,,1.62,0,8.69,32,39,0,0,0,30.77,0,227.87,24.597,0,423.70001,1071.5,.51629,,6.7779,11.58,.1,0,,0,1073,2835,585.49298,,2.32,2.65,2.25039,746.40002,0,-1.66,2261.5,2391.77099,10.06,0,2273.9,12.14,5.35,5.36,29.13,55.39,8.66,77.76,46.88,6.84,.07943,.97,9.05,13.906,5.98,274.29998,408.79998,279.89999,,-10.04,-7.51819,417.45599,228.8,279.89999,4094.77026,8.4988,44.29,NSDQ,2,
ADTRAN INC,ADTN,100.74,-9.33,-6.35,-10.53,0,12.5,8,25.58,.27,.27,20140601,.82,-12.79,0,.95,16.26,1.23,66.98,10,-14.71,.25,.27,.03,.24,.15,.7,20131231,.95,12.5,27.47,21.29,10.69,1.2,-1.3,-.5,1.62,-18.73,-20.48,611562,1238.35,21.95,23.36,0,0,3,12.5,6.9,21,12,0,0,0,75,0,56.42,4.98299,90.11,104.05999,102.3,.82933,3.7323,5.2644,8.26,.07,.36,0,1.37,3.49,379.64001,181.488,.05,2.82,2.83,1.813,46.2,0,3.4,604.59997,667.96997,10.14,1.64,641.74,9.11,1.88,2.16,18.33,18.45,2.3,23.02,23.11,5.45,.05167,1.19,8.57,13.70199,6.85,332.85,83.75,63.16999,12.10448,66.98,-3.11045,69.06999,45.79,60.84999,206.39219,11.92399,93.79,NSDQ,4,
ADDUS HOMECARE,ADUS,108,0,1.92,.8,0,-5.26,4.17,3.82,.25,.25,20140601,.96,0,0,1.06,10.42,11.63,-59.81,15,22.06,.24,.27,.1,.31,.11,.94,20131231,.96,0,32.17,20.27,23.36,0,4.11,6.17,3.46,2.67,-2.17,38436,252.42,23.05,26,0,,3,0,0,172,16,0,0,0,100,0,10.95,0,0,61.34999,46.63,1.7747,,4.9028,3.71,.07,0,,0,68.77999,91.48,78.93,,2.09,1.96,.64615,0,0,8.85,113.84999,308.54,10.68,0,265.94,9.27,.88,2.16,19.44,18.22,1.45,21.75,24.01,.85,.05336,1.26,9.27,7.6132,6.59,198.19999,17.95999,15.64,-59.35265,-59.81,150.85188,12.94099,19.13999,14.97,126.21027,5.51999,108,NSDQ,2,
ADVENT SOFTWARE,ADVS,87.93,-5.56,-.49,-6.36,,0,16,9,.28999,.29,20140601,.79,-7.14,0,1.01,28.48,23.44,87.32,,18.36,.25,.25,.03,.26,.05,.74,20131231,.99,50,35.5,25.99,67.4,1.13,-.18,1.41,13.01,-7.3,-11.66,206016.91,1667.53,32.4,35.5,0,0,2,0,0,32,42,0,0,0,50,0,51.47,,0,58.70999,253.67999,.86255,,7.0363,13.5,.08,0,,.01,235.21,147.64999,102.02899,-3.03,.6,.58,.35059,285,0,6.73,-111.81,401.406,-1.67,.4,382.96,,4.26,,24.65,29.32,,31.92,32.73,9.58,.00696,1.11,29.07,12.737,11.65,119.72,71.52999,46.18999,-21.34202,87.32,-5.29432,67.091,28.79999,38.90999,833.76544,6.2266,115.91,NSDQ,1,
ADVAXIS INC,ADXS,,0,0,0,,0,56.98,,-.37001,-.37,20130701,,,0,-.97,58.55,,-2.61,,,-.25,-.2,,,,-2.34,20131031,,100,7.96,2.51,2.2,1.14,-7.39,-11.15,-.38,-37.97,-39.28,89174.75,50.69,2.63,13.33,0,,1,0,0,22,7,0,0,0,0,0,19.27,0,0,.00818,4.92999,,,,,,0,,0,2.51999,20.79999,2,,8.99,4.22,4.2174,0,0,,18,2.25,1.49,0,,-123.13,,1.76,,,,,,,,-1,-120.65,,-84.94,0,-19.45001,-19.73,,-2.61,-65.67164,-19.70001,-19.98,-20.71,50.69062,-296.896,,NSDQ,1,
AEGION CORP,AEGN,161.76,.36,.26,-.64,0,30,-2.86,1.79,.34,.34,20140601,1.27,.37,0,1.55,22.36,-9.29,-10.23,12.5,3.65,.35,.55,.03,.54,.09,1.26,20131231,1.31,60,25.49,19.58,66.33,1.8,2.58,2.98,.86,7.35,2.81,306643.34,892.46,23.5,26.6,0,0,1.8,0,-8,119,9,0,0,0,40,0,37.98,32.61199,58.75999,231.77,220.44999,.91965,16.33399,5.3901,4.03,.04,0,,0,543.46002,603.84997,365.34799,.48,2.55,2.47,1.42127,366.60998,0,6.17,726.91998,1356.74804,19.22,0,1091.42,6.94,.71,1.22,10.05,12.66,1.21,15.12,17.94,10.18,.03106,1.86,4.64,6.0089,3.7,844.39001,112.48,72.16,-5.36908,-10.23,-15.78049,89.771,44.34999,59,178.49191,4.6234,125,NSDQ,5,
AEGERION PHARMA,AEGR,44.15,-25.93,-9.08,-14.24,,-54.29,21.43,7.34,-.33001,-.33,20140601,-2.19,-26.67,-9.83,-.96,56.29,15.12,29.84,,,-.42,-.15,-.51,.11,.91,-1.99,20131231,-1.44,87.5,97.24,26.93,6.59,1.07,-6.1,9.93,-4.8,-55.52,-56.87,1193206,930.48,31.56,70.13,0,-6.67,1.25,0,0,12,107,0,0,0,12.5,0,29.48,2.8096,1.63999,7.57,24.84,.74845,3.53719,14.48499,-40.29,-1.3,0,,0,0,140.50999,50.47,,5.39,5.59,5.28582,4.01,0,,113.02999,179.227,3.66,0,48.55,-37.4,8.96,8.63,,13.35,,,,,-.1971,2.36,-36.11,-88.86001,-30.15,5.01,-59.92,-62.29001,11.27403,29.84,-1.75073,-60.988,-63.35,-63.01,132.9262,-180.95501,33.89,NSDQ,7,
ADV ENERGY INDS,AEIS,69.52,-20.22,-8.53,-15.39,0,0,40,22.04,.34999,.35,20140601,1.55,-18.18,0,1.18,-23.87,158.33,691.86,1.28,10.98,.25,.24,.09,.31,.02,.41,20131231,1.76,20,28.88,16.6,7.33,1.55,4.04,-3.9,-2.02,-23.45,-28.87,402022.75,719.41,17.5,23.75,0,0,2.8,20,-7.69,31,7,0,0,0,60,0,41.11,0,109.76999,135.8,122.34999,.89961,3.1466,4.10629,12.12,.06,0,,0,177.21,416.95999,138.75,,2.85,2.51,1.40081,0,0,21.04,464.45999,574.15002,11.6,0,547,15.95,1.23,1.51,8.54,12.65,11.59,14.83,9.94,21.71,.03389,1.38,15.89,7.74389,10.95,336.85998,33.15,14.27999,51.77689,691.86,55.8795,81.91799,32.08,14.27999,239.8025,5.4029,55.3,NSDQ,2,
AERIE PHARMACT,AERI,81.63,0,0,0,,20,-32.43,-152.44,-.49001,-.49,20140601,-4.22,0,0,-1.49,64.69,74.25,,,,-.37,-.4,,-.43,,-2.02,20131231,-6.96,100,26.98,10.4,40.35,,-3.61,-32.77,11.34,-4.84,-12.1,252649.2,400.54,17.09,31.67,0,,1.67,0,0,10,88,0,0,0,0,0,23.44,0,0,0,3.48,,,,,,0,,,0,70.26,,,17.83,20.19,20.18965,0,0,,66.97,,2.67,0,,-203.5,,6.39,,,,,,,,-2.11,,,-64.57,0,-27.87001,-31.14,,,-108.01603,-17.629,-31.14,-31.14,400.53833,,6.92,NSDQ,1,
AETERNA ZENTARS,AEZS,,,,,,232.14,150,131.98,-.09001,-.09,20140601,-.92,,,,,10.68,-503.11,,,-.26,,,,,,20131231,-.32,,1.7,1.03,20.15,1.31,-1.27,-5.28,5.91,-15.58,-18.64,674151.5,65.84,1.165,,,,,,,,,,,,,,56.51,0,0,1.95,7.23999,,-5.2542,,,1.1,0,,0,10.6,45.65,,,8.39,6.31,6.03591,0,0,-81.66,17.05999,,.29,0,6.18,-95.79,.85,4.01,,,,,,,,,-11.74,-295.723,-28.64,.05,-24.79001,-25.73,108.09893,-503.11,133.36599,-26.3,6.80999,-27.24,,-23.76301,,NSDQ,1,
ALMOST FAMILY,AFAM,67.32,0,0,-.67,0,17.24,50,23.54,.50999,.51,20140601,1.23,7.08,0,1.39,12.8,-31.67,-43.34,8.5,-17.82,.34,.34,.09,.4,.09,1.14,20131231,1.44,16.67,33.63,18.58,45.25,1.44,8.32,8.09,11.8,-21.47,-23.83,55232.9,239.88,25.39,26.67,0,7.32,3,16.67,0,172,15,0,0,0,66.67,0,9.45,20.811,0,61.65,51.13999,1.2881,,6.89029,2.89,.02,0,,0,247.64999,95.69999,122.15299,.23,1.93,1.87,.66581,56,0,2.66,214.05,487.225,22.9,0,357.81,6.28,.56,1.11,16.6,17.16,2.15,18.3,17.63,5.12,.0632,1.48,4.68,12.19499,4.13,191.25999,17.38999,14.52999,-59.91667,-43.34,-52.43056,14.392,8.22,14.36999,59.97117,10.04699,118.39,NSDQ,3,
AFFYMETRIX INC,AFFX,65.71,15,16.67,5.1,0,50,133.33,65.47,.07,.07,20140601,.1,5,-5.56,.18,82,150,88.06,20.4,,.03,.05,.39,.05,.36,.15,20131231,.17,20,9.5,4.86,82.76,.77,1.16,-2.14,11.4,1.52,-3.21,652014.25,632.91,8.7,8.58,0,-20,3.2,40,-1.05,12,169,0,0,0,40,0,72.75,31.902,58.04999,50.86,76.94,.68604,2.53379,6.833,3.68,-.05,0,,0,292.70001,175.72999,82.89499,.47,2.74,1.53,.86846,131.69999,0,11.76,271.54,339.885,3.7,0,330.4,4.72,1.85,2.35,10.21,42.23,2.34,47.8,51.18,.4,.13681,.21,3.13,-3.77321,2.52,149.36,51.40999,-2.45001,22.5569,88.06,-52.66605,61.28599,-16.32,-15.16,126.58152,-3.2285,92,NSDQ,5,
ATLAS FINL HLDG,AFH,108.7,-1.96,-.95,-1.75,,0,-11.54,-3.01,.23,.23,20140601,.64,-1.59,0,1.04,62.5,-27.27,65.8,,,.26,.25,.06,.31,.14,.66,20131231,.85,33.33,15.99,9.09,65.65,2.2,-4.49,-5.48,-.8,-7.03,-10.94,62248.2,156.33,13.62,15,0,-4,2.33,0,0,206,35,0,0,0,66.67,0,11.48,0,0,57.77999,155.58,.36011,,1.3434,7.44,.08,0,,,.74,67.58999,28,0,.61,.43,.06305,0,2,73,61.68999,106.59999,6.94,0,74.03,9.93,1.81,1.96,17.24,9.73,,13.1,16.02,,.08158,1.4,9.02,3.841,2.94,67.36,8.09,6.25,113.87284,65.8,95.56961,6.96,6.17999,6.25,78.16517,1.26069,138.89,NSDQ,2,
ALLIANCE FIBER,AFOP,93.94,-6.06,-4.65,-5.84,,-21.21,3.13,-9.99,.33,.33,20140601,.89,-9.09,0,1.23,38.2,161.76,40.5,,52.65,.32,.31,,.3,,.96,20131231,1.14,50,22.99,11.55,19.32,1.5,2.84,-19.63,-24.97,-8.57,-10.86,783946.88,254.17,13.76,20,0,0,2.5,0,-66.67,68,4,1,0,0,50,0,18.47,0,10.63,11.56,18.79,.933,5.34619,7.44129,22.84,.25,.15,,.4,0,76.65,24.19899,,4.27,3.51,2.89835,0,0,63.2,81.16999,97.23699,4.7,1.09,76.07,26.4,2.71,2.93,12.27,10.67,,11.19,12.07,21.88,,1.29,26.4,11.32499,21.31,46.95,21.88999,17.79999,85.77239,40.5,95.02072,20.56299,18.79999,17.79999,254.17472,9.51039,103.33,NSDQ,1,
AMTRUST FIN SVC,AFSI,79.48,0,-1.68,.25,0,33.33,32.67,26.73,1.34,1.34,20140601,3.39,0,.75,4.48,32.15,34.62,37.93,15,16.59,1.01,1.07,.09,1.14,.12,3.15,20131231,4.44,80,46.21,28.62,85.33,.65,2.32,7.38,1.16,33.47,26.32,449100.56,3291.1,43.63,49,0,7.48,1.4,0,0,206,8,0,0,0,20,0,75.43,24.60099,0,3551.62011,8522.45019,.30937,,.9484,9.41,.11,.53455,32.534,1.66,665.39001,4596.27978,921.802,,.49,.54,.12257,560.16998,115,44.65,1472.5,3622.54394,21.45,1.83,2697.9,23.88,.89,2.03,9.56,8.79,.65,9.74,9.83,39.8,.06028,4.96,15.02,16.01199,3.2,2342.13989,482.41,410.36999,52.0611,37.93,63.42285,340.617,290.85998,375.67999,822.77453,3.28819,128.31,NSDQ,4,
AGENUS INC,AGEN,133.33,-33.33,-31.43,-51.02,,106.25,-9.09,35.47,-.12,-.12,20140601,-1.12,-33.33,0,-.46,58.93,-119.61,24.62,,,-.11,-.16,,-.16,,-1.23,20131231,-.51,50,5.1,2.4,37.41,1.76,3.33,4.28,29.66,29.17,23.93,676181.63,212.22,3.41,,0,0,2,0,0,12,147,0,0,0,50,0,62.24,0,0,.0012,10.28999,.0817,3.8596,52.52899,-412.41,-9.88,0,,0,2.56999,28.17,.70999,0,3.61,2.74,2.73749,0,0,-80.92,-4.4803,5.21,1.02,0,3.05,-71.53,43.1,3.35,,,,,,10.48,,-.74,-108.92,-176.148,-28.91,.52999,-27.07,-27.65,-2.79601,24.62,-165.63605,-29.49301,-30.07,-30.07,212.22476,-65.228,66.67,NSDQ,1,
ARGO GROUP INTL,AGII,79.6,-.5,.39,-.05,,19.23,25,16.75,1,1,20140601,3.06,-.59,-.99,3.57,16.73,130.54,115.6,,-11.63,.8,.8,.17,1.01,.1,3.03,20131231,3.55,60,53.04,40.47,82.26,.65,2.01,-1.36,10.82,9.29,5.37,122761.1,1329.7,50.81,53.25,0,-2.5,2,0,0,206,18,0,0,0,40,0,26.17,17.44799,0,1637.59997,4530.10009,.22686,,.91881,6.08,.1,.58635,11.03699,1.32,239.8,2146.60009,378.27499,.21,.45,.47,.11235,337.1,0,10.02,1563,1481.47497,60.16,1.42,1470.2,6.1,.89,.84,10.82,12.75,,14.22,14.31,-1.66,.02591,3.98,4.81,2.0648,1.48,1251.09997,239.5,199.89999,130.42813,115.6,173.80496,125,143.19999,179.69999,265.93954,.57201,99.5,NSDQ,5,
AGIOS PHARMACT,AGIO,87.04,0,0,0,,-5.41,-14.89,-26.45,-.54001,-.54,20140601,-2.83,0,0,-1.83,35.34,-139.83,-109.64,,,-.47,-.47,-.06,-.5,-.03,-1.62,20131231,-1.8,100,49.5,16.06,65.73,,-5.61,-.65,14.65,58.83,49.94,327545.16,1291.69,38.04,62.5,0,-4,1,0,0,22,15,0,0,0,0,0,33.96,0,0,.46999,36.93,.15525,,14.61299,-160.44,-1.54,0,,,0,169.74,9,,5.06,4.6,4.58353,0,0,1.76,131.47999,34,3.84,0,25.55,-41.05,43.3,9.9,,,,,,,-.09274,-1.61,-41.89,,-26.95,0,-37.1,-38.82,-95.7309,-109.64,-96.01991,-37.68701,-39.40001,-38.82,645.84313,,100,NSDQ,2,
AMER CAP AGENCY,AGNC,84.8,6.05,-11.56,3.07,0,4.41,29.85,6.88,.87,.87,20140601,2.79,7.49,-23.09,1.53,-45.16,-28.83,-130.85,5,-11.38,.67,.74,.17,.77,.16,4.14,20131231,2.95,33.33,24.41,19.13,77.48,.27,.43,.91,-.04,20.37,16.51,3025898.5,8191.76,23.22,23.67,0,8.11,2.5,0,-3.45,141,25,.14,0,0,66.67,0,352.79,9.02149,0,2533,64565,.01403,,.24801,96.57,.76,3.75,-14.58101,17.88,0,4777,324.777,,.19,.07,.03475,910,167,3.76,8530,1251.71203,24.41,11.2,1657,12.14,7.27,.95,4.97,8.86,3.04,15.18,7.87,71.73,.21956,2.62,10.91,14.65999,1.36,536,1996,1272,2.66512,-130.85,-1.40956,1794,1259,1272,1638.35205,1.6588,120.95,NSDQ,8,
AGILE THERAP,AGRX,,0,0,0,,,,,.00999,.01,20140301,-1.59,0,0,-1.59,.31,,,,,-.43,-.44,-.15,-.48,-.29,,20131231,,100,10.65,5.54,17.81,,3.2,-19.48,,,,41264.85,119.92,6.45,16.25,0,,1.25,0,0,17,1,0,0,0,0,0,18.59,,0,0,6.84,,,,,,0,,,0,2.25999,,,.33,.33,.3304,9.76,0,,-71.44001,,,0,,,,,,,,,,,-.10261,-1.14,,,,0,-12.80001,-12.81001,,,38.43508,-14.311,-14.32,-14.32,59.95919,,,NSDQ,3,
APPLIED GEN TEC,AGTC,,0,0,0,,,,,-23.07,-23.07,20140301,-1.2,0,0,-1.26,-7.97,,,,,-.29,-.3,-.05,-.31,-.05,-1.17,20140630,,100,31.69,11.32,31.03,,10.25,-10.5,39.01,,,97972.4,248.34,17.64,25.75,0,,1,0,0,12,6,0,0,0,0,0,14.08,0,0,.14,3.46,,,,,,0,,,1.62999,23.51,.14,,11.79,,,0,58.09999,-12.78,-36.18001,1.44,,0,.94,,,,,,,,,,-.03905,-1.39,,,,0,-4.52,-4.80001,,,-159.89583,-4.71001,-4.99,-4.99,82.77863,,,NSDQ,2,
ALLIANCE HLDGS,AHGP,83.47,-.77,8.23,1.99,0,14.14,22.86,10.94,1.28999,1.29,20140601,3.91,9.43,0,4.67,19.44,12.03,48.76,8,17.7,1.05,1.08,.02,1.16,.03,3.83,20131231,4.31,33.33,72,53.11,86.05,.45,-1.13,3.75,7.86,18.31,14.53,37968.85,4152.4,69.365,79,0,0,2.33,0,22.22,220,11,0,0,0,66.67,0,59.86,47.42399,44.20999,156.32,212.97,1.0656,22.839,12.69999,14.14,.11,3.095,16.777,5.44,0,326.63,584.466,,1.36,1.33,.5921,848.38,0,8.42,855.59002,2334.65405,14.94,4.89,2205.2,37.41,1.85,4.64,8.33,13.75,1.86,14.85,16.09,14.24,.01211,5.04,19.41,16.349,15.07,1433.43005,684.94,420.02999,16.71632,48.76,19.28491,498.78298,233.86999,392.98999,2076.19848,12.17599,118.32,NSDQ,2,
ALTRA HOLDINGS,AIMC,91.15,-12.5,-7.71,-4.73,-9.22,-4,-2.04,1.19,.47999,.48,20140601,1.64,-12.93,0,1.83,11.28,7.89,62.68,16.15,31.97,.49,.44,.03,.43,.05,1.63,20131231,1.74,75,37.85,24.46,57.95,2.19,2.78,-10.95,-5.57,-5.84,-9.68,196408.95,872.1,32.22,38.5,0,0,1.75,0,0,126,12,0,0,0,25,0,27.07,46.449,143.66,114.11,140.07,1.1093,4.0542,6.71519,6.03,.06,.37999,,.49,223.1,349.20001,198.533,.86,2.57,1.47,.65274,261.33999,0,-1.33,269.32998,825.82702,10.61,1.49,722.22,17.23,1.12,3.04,11.46,14.55,1.09,17.65,18.52,12.86,.01449,2.21,9.25,7.4222,6.69,506.82998,101.84999,69.91,54.96745,62.68,65.78838,75.833,40.27,59.33,218.02468,5.53229,109.38,NSDQ,4,
