Company Name,Ticker,% Ratio of Q1/prior Yr Q1 Actual Q(-3),Price/Book,Price/Sales,Current ROE (TTM),Current ROI (TTM),ROI (5 Yr Avg),Current ROA (TTM),ROA (5 Yr Avg),Market Value/# Analysts,Annual Sales,Cost of Goods Sold,EBITDA ,Price/Cash Flow,PEG Ratio,P/E (F2),% Ratio of Q1/Q0,This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),% Change EPS (F(-1)/F(-2)),Long-Term Growth Consensus Est.,5 Yr. Hist. EPS Growth,Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. (Mil.),Q(1) Consensus Sales Est. (Mil.),P/E (Trailing 12 Months),EBIT ,Pretax Income ,Preferred Equity,Current Liabilities ,Long Term Debt ,Current Assets ,Intangibles,Inventory ,Receivables ,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Book Value,Asset Utilization,Inventory Turnover,Net Income ,Cash Flow ,Net Income Growth F(0)/F(-1),12 Mo. Net Income Current/Last %,12 Mo. Net Income Current-1Q/Last-1Q %,5 Yr Div. Yield %,5 Yr Hist. Div. Growth %,Dividend ,Net Margin,Operating Margin 12 Mo,Turnover,Cash Ratio,Rank in Industry (of ABR),% Price Change (YTD),% Price Change (4 Weeks),% Price Change (1 Week),Beta,Price as a % of 52 Wk H-L Range,Last Close,Current Avg Broker Rec,% Rating Strong Buy or Buy,% Rating Strong Sell or Sell,Industry Rank (of ABR),52 Week Low,% Price Change (12 Weeks),Relative Price Change,Q0 Consensus Est. (last completed fiscal Qtr),52 Week High,Market Cap ,Last EPS Surprise (%),P/E (F1),% Rating Change - 4 Weeks,% Change F1 Est. (4 weeks),Div. Yield %,Avg Volume,Shares Outstanding ,Change in Avg Rec ,% Rating Hold,% Change Q2 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),Q1 Consensus Est. ,St. Dev. Q1 / Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q2 / Q2 Consensus,F0 Consensus Est.,F1 Consensus Est.,St. Dev. F1 / F1 Consensus,% Change Q0 Est. (4 weeks),12 Mo Trailing EPS,Last Reported Fiscal Yr ,% Rating Upgrades ,% Rating Downgrades ,Common Equity,Average Target Price,Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Reported Qtr ,Last Yr's EPS (F0) Before NRI,F2 Consensus Est.,Exchange,
BRUKER CORP,BRKR,118.75,4.39,2.04,16.71,11.65,16.666,6.94,7.85029,423.96499,1839.4,1034.19995,185.89999,19.98,1.89,22.33,,12.84,-7.23,23.01,13.86,12.48,2.68,14.32,1911,464.53799,28.41,124.59999,124.59999,0,648.59997,354.29998,1431.90002,233,589.79998,307.6,28.968,,2.2,1.3,5.18,.96451,1.7336,80.09999,190.6,3.35483,23.01,,0,,0,.04,7.2,6.22819,.82408,6,14.97,-7.45,-5.29,1.24,72.93,22.73,1.8,60,0,16,17.8,9.97,10.07,.19,24.56,3815.69,22.22,26.16,-12.5,0,0,470397.25,167.87,.07,40,0,0,.22,0,.21,.04,.35,.03,.74,.87,.0157,0,.8,20131231,0,0,850.20001,24.72,10.71,14.18,.10999,.11,20140301,.77,1.02,NSDQ,
BROOKS AUTOMATN,BRKS,38.46,1.07,1.4,3.6,3.35,4.9217,3.07,3.86579,340.04251,450.95,304.97,18.662,17.66,,23.4,100,27.5,-58.33,-65.62,,-39.37,-13.19,9.8,496.14999,120.8,30.85,-6.758,-6.76001,0,92.55999,0,330.10998,182.11,97.70999,77.48,1.19149,,3.27,2.51,9.52,.65915,3.3731,-2.21001,38.30799,-101.61574,-65.62,-87.59861,1.88,0,.31999,0,4.35,6.03369,1.67372,3,-2.96,-7.12,-.88,1.73,52.27,10.18,1.25,100,0,103,8.8,5.38,-7.09,.03,11.44,680.09,66.67,39.92,0,0,3.14,295737.19,66.81,0,0,0,0,0,,.05,.57,.08,.18,.02,.25,.13864,0,.33,20130930,0,0,632.65002,12.63,-25,73.81,.05,.05,20140601,.2,.44,NSDQ,
BIO REFERNC LAB,BRLI,100.94,3.05,1.14,14.3,13.55,18.65699,9.3,12.98799,435.01849,715.35,392.80999,102.41999,13.25,1.22,16.18,,3.33,9.27,-14.16,15.15,20.29,8.11,18.2,816.22998,211.44,22.26,82.69,81.08999,0,133.75999,14.38,294.86999,51.5,19.09,206.25999,5.41739,,2.16,2.06,10.29,1.81099,22.083,45.81999,65.555,8.70699,-14.16,,0,,0,.06,5.14,3.5789,.51973,18,22.91,.03,2.08,.89,52.46,31.39,2,50,0,64,24.4,25.21,17.67,.54,37.73,870.04,12.12,18.41,0,0,0,170964.16,27.72,0,50,0,0,0,0,.54,.01,.7,,1.65,1.71,.01244,3.03,1.41,20131031,0,0,271.58999,33,-21.43,-1.85,.37,.37,20140401,1.65,1.94,NSDQ,
BROADSOFT INC,BSFT,-39.29,3.37,3.82,-3.19,-2.18,-23.80801,-1.66,.78903,174.36849,178.49,41.38,3.92,68.05,,88.73,,-187.5,-104.4,-273.85,16.67,-28.56,8.28,27.63,205.77699,51.712,,-6.88001,-14.28,0,86.20999,91.54,247.27999,85.58,0,66.58999,30.96599,,3.15,2.87,7.25,.48912,,-8.87,10.17899,-173.488,-273.85,,0,,0,-.05,-3.4,3.4121,2.09592,5,-10.69,-.89,0,.99,24.5,24.4,2.11,55.56,0,165,20.16,16.97,-14.5,-.1,37.47,697.47,26.92,,0,0,0,186844.84,28.58,0,44.44,0,0,0,0,.03,2.96,.23,.35,-.23,-.12,-1.69879,0,-.22,20131231,0,0,200.50999,26.86,150,17.15,-.19,-.19,20140301,-.04,.28,NSDQ,
SIERRA BANCORP,BSRR,113.04,1.22,3.22,8.42,7.2,4.4993,1.08,.66339,111.55599,68.85,2.45,27.52,9.48,,13.86,86.67,11.7,62.07,54.79,,8.44,-5.72,-5.44,66.5,16.89999,14.91,17.21999,16.45999,0,1180.15002,30.92,871.19,5.53999,.1,793.08001,14.376,,.73,.74,12.93,.04887,10.63599,13.35999,23.669,63.32517,54.79,71.6898,2.31,-1.11171,.25999,.19,22.05,.08585,.0661,33,-1.8,-2.65,1.35,.84,28.4,15.8,3,0,0,158,14.38,2.8,-5.99,.23,19.38,223.11,30.43,15.05,0,9.95,2.28,20782.55,14.12,0,100,8.33,15.56,12.31,,.26,.05,.26,.05,.88,1.05,.06734,0,1.06,20131231,0,0,181.66999,18,13.04,25.37,.3,.3,20140601,.94,1.14,NSDQ,
BIOSPECIFICS TE,BSTC,,7.11,12.62,21.85,21.85,7.6388,20.8,8.61639,,14.47,0,8.02999,30.99,,,,,76.74,30.48,,13.03,29.81,24.69,,,38.44,7.96999,7.96999,0,.77999,0,18.27,.20999,0,5.26,0,,19.16,23.42,3.68,.58789,,5.28,5.346,77.18121,30.48,,0,,0,.36,35.38,3.2097,16.67948,,20.63,-5.05,-.34,1.13,82.64,26.14,1,100,0,,16.43,3.94,15.48,.24,28.18,167.16,4.17,,0,,0,23071.95,6.39,0,0,,,,,,,,,.75,,,,.68,20131231,0,0,22.32999,28,325,246.18,.10999,.11,20140301,.76,,NSDQ,
FIRST BUSEY-A,BUSE,118.75,1.39,2.88,8.99,6.56,.06167,.87,.00116,80.30016,171.28,7.09,61.7,10.45,2.14,13.11,105.56,27.59,31.82,30.49,7,-1.64,-6.8,-8.57,161.82499,40.832,16.82,44.36,42.83,72.66,3041.47998,55,2479.33007,30.25,13.84,2233.88989,11.571,,.81,.81,4,.04725,.321,28.71999,46.066,28.50111,30.49,42.71528,3.51,-3.40511,.11999,.17,18.5,.07602,.07614,16,-4.31,-6.41,1.09,.97,54.86,5.55,2.43,28.57,0,204,4.76,1.28,-8.39,.09,6.2,481.8,0,15,0,-.89,3.6,123133.15,86.81,0,71.43,0,1.79,1.2,0,.09,.06,.1,.05,.3,.37,.02417,0,.33,20131231,0,0,342.70001,6.15,12.5,0,.09,.09,20140601,.29,.42,NSDQ,
BAZAARVOICE INC,BV,165,2.76,3.18,-15.33,-15.33,-45.848,-10.46,-41.85201,288.19699,168.15,52.9,-35.78,,,,,-6.73,22.39,.92,,,4.9,,188.10699,43.955,,-53.34001,-53.34001,0,115.98,0,154.28999,152.53999,0,39.09,0,,1.33,1.33,2.68,.55899,,-63.16,-21.91601,.92549,.92,,,,0,-.38,-18.71,5.202,.99327,13,-6.44,-8.29,-1.98,.66,27.21,7.41,2.33,33.33,0,54,5.93,22.48,-10.43,-.17,11.37,576.39,0,,0,-9.9,0,292518.59,77.79,.33,66.67,-16,-22.22,-1.54,,-.17,-.13,-.15,-.15,-.45,-.56,-.16563,,-.44,20140430,0,0,206.46,8.88,27.27,20.01,-.15001,-.15,20140401,-.52,-.33,NSDQ,
BROADWIND ENRGY,BWEN,-127.27,1.35,.52,-3.48,-5.31,-13.643,-2.08,-10.16,127.62699,215.71,203.36,5.51999,16.84,,15.49,116.67,178.43,55.65,63.93,,,2.37,3.52,264.5,76.51,,-9.33,-10.31001,0,60.52,3.94,86.33,5.9,37.13999,18.72999,3.62409,,1.5,.81,6.44,1.42809,5.90819,-10.49,7.51399,41.39664,63.93,61.09599,0,,0,-.05,-2.34,10.77799,.5033,34,-8.1,-7.91,-4.67,2.38,45.96,8.675,2,50,0,131,4.58,-30.54,-12.02,.09,13.49,127.63,33.33,21.69,0,0,0,129677.15,14.71,0,50,0,0,0,,.14,,.24,,-.68,.4,,0,-.24,20131231,0,0,95.33,10,-183.33,-41.67,.11999,.12,20140601,-.51,.56,NSDQ,
BUFFALO WLD WNG,BWLD,112.88,5.21,1.97,18.78,18.29,16.36899,13.12,11.092,161.57023,1266.72,724.04998,186.5,17.44,1.49,24.37,85.79,32.92,23.86,50.58,19.3,21.49,21.74,24.88,1501.16296,370.82598,30.34,101.52999,101.52999,0,166.47,0,182.75,65.93,9.48999,26.17,0,,1.46,1.04,26.44,2.0234,79.924,71.55,156.524,24.93452,50.58,50.68128,0,,0,.06,6.28,55.721,.88358,32,-1.28,-10.48,-9.73,.94,68.57,145.32,2.13,50,5.56,156,97.69,1.73,-5.49,1.2,167.15,2746.69,4.17,28.85,4.96,-1.02,0,635671.19,18.9,-.11,44.44,-4.16,-4.51,.04,-.09,1.07,.05,1.23,.06,3.75,5.04,.02133,1.19,4.79,20131231,5.56,0,465.79998,167.31,10.37,7.2,1.25,1.25,20140601,3.79,5.96,NSDQ,
BAYLAKE CORP,BYLK,100,1,2.2,9.34,4.93,2.75939,.89,.45328,96.832,44.57,2.49,17.09,8.12,,12.2,100,9.2,3.57,2.88,,43.27,-15.92,-5.88,39.99,10.10999,12.71,13.35999,11.31999,0,810.69,92.19999,690.40997,6.63999,1.36,612.79998,53.60699,,.87,.85,12.24,.04463,2.7476,8,11.739,4.71204,2.88,3.14941,.83,,.21999,.18,19.89,.07136,.09405,1,-6.3,-2.09,-.81,.79,54.57,12.2001,1,100,0,204,10.05,-1.93,-10.29,.23,13.99,96.83,4.35,12.84,0,,2.3,3154.5,7.94,0,0,,,,,.24,,.25,,,.95,,,.96,20131231,0,0,93.87999,14,,,.23999,.24,20140601,.87,1,NSDQ,
CA INC,CA,73.49,2.28,2.88,22.56,18.13,15.59,10.84,9.036,4299.16357,4515,656,1519,7.48,3.92,11.92,98.39,-19.7,20.75,-24.28,3.15,15.52,-2.76,1.52,4416.3999,1102.76,10.17,1093,1039,0,3922,1252,4559,6985,0,800,18.11599,.22,1.21,1.16,12.69,.38084,,914,1728.31994,-4.2932,-24.28,-4.38953,2.17,72.48,1,.2,28.45,6.74949,.95843,85,-14.18,-1.63,-2.56,1.34,13.95,28.88,3.29,14.29,28.57,34,27.98,-2.89,-17.83,.57,34.43,12897.49,8.77,12.36,1.43,-1.82,3.46,2715851,446.59,0,57.14,-7.89,2.23,-2.02,-5.97,.61,.04,.58,.08,2.89,2.34,.0089,-.58,2.84,20140331,0,0,5570,31.75,-2.32,11.54,.62,.62,20140601,2.91,2.42,NSDQ,
CHINA AUTO SYS,CAAS,122.22,.89,.57,9.19,9.14,15.368,4.42,6.7802,247.339,415.16,338.51998,52.45999,6.5,,8.02,,13.25,22.06,3.82,,-5.33,23.56,12.14,478.51,113.59999,10.14,37.81999,38.24,0,291.07,2.75999,470.39999,.68,51.38999,284.82998,.97356,,1.63,1.44,9.9,.78418,6.7813,26.78,38.04299,29.12247,3.82,,0,,0,.06,5.63,1.5527,.46098,32,11.22,-.11,-3.61,2.61,69.97,8.82,3,0,0,148,6.07,19.03,6.48,.22,10,247.34,14.29,9.38,0,0,0,100984.9,28.04,0,100,0,0,0,,.22,,.26,,.92,.94,,0,.87,20131231,0,0,271.76998,9.5,18.18,,.23999,.24,20140301,.83,1.1,NSDQ,
CASCADE BANCORP,CACB,5.1,1.35,3.97,26.58,24.12,-7.7762,3.61,-1.4458,128.8905,65.44,1.78999,4.71,4.79,9.85,15.49,,-89.72,723.08,660.6,5,,-3.73,-16.41,90.134,27.165,5.11,1.65999,.68999,0,1190.5,27,1065.81994,0,10.35,973.60998,0,,.88,.89,4,.04678,.14814,50.84,53.895,754.45379,660.6,,0,,0,.78,77.14,.06904,.06876,33,3.63,2.85,1.31,.93,57.82,5.42,3,0,0,158,4.2,15.32,-.79,-.05,6.31,257.78,100,49.27,0,0,0,148925.84,47.56,0,100,0,0,0,0,.05,.57,.08,.71,1.08,.11,.12856,0,1.06,20131231,0,0,188.71,5.5,-25,293.75,.01999,.02,20140301,1.07,.35,NSDQ,
CREDIT ACCEPT,CACC,114.15,3.8,3.63,36.75,12.42,14.019,10.37,11.29699,1279.97497,682.1,0,476.39999,9.99,.85,8.7,104.19,15.72,22.37,6.47,11.18,27.81,11.97,16.15,727,,10.23,463.20001,398.20001,0,236.5,1289.59997,2383,0,0,1.1,66.857,2.3,11.77,10.08,31.16,.28608,,253.1,261.5,15.20255,6.47,5.34736,0,,0,.37,36.42,544.54901,10.07145,17,-12.51,-10.1,-4.45,.5,15.73,113.725,3,0,0,147,107.55,-12.95,-16.24,2.94,146.81,2559.95,1.36,9.5,0,.5,0,39654.55,22.51,0,100,1.9,1.14,.54,12.02,3.11,.02,3.22,,10.44,11.97,.02422,.34,11.12,20131231,0,0,750.09997,125,-3.58,.7,2.98,2.98,20140601,10.34,13.07,NSDQ,
CACHE INC,CACH,250,3.3,.16,-127.76,-127.76,-25.299,-44.07,-11.75801,17.3325,216.7,143.3,-18.69001,,,,,-1.83,-91.23,8.98,30,,-3.35,.03,206.335,45.43,,-24.16,-24.16,0,26.37,0,32.25999,.1,23.67,2.79999,0,,.87,.33,.35,3.8896,6.1817,-34.43001,-14.525,-185.25271,8.98,,0,,0,-.16,-11.33,83.40399,.21956,2,-78.45,-27.78,-12.69,1.04,0,1.17,1,100,0,143,1.17,-40,-79.37,-.29,6.69,34.67,-19.05,,0,0,0,214772.91,29.63,0,0,0,0,0,0,-.3,-.05,-.05,-.47,-.98,-1.11,-.08919,0,-1.14,20131231,0,0,16.78,4.85,-30.77,-38.57,-.5,-.5,20140301,-1.09,-.27,NSDQ,
CEASERS ACQ-A,CACQ,,1.36,,,,,,,1561.37805,512.8,189.1,152.19999,25.11,,3.75,,33.33,,,,,.27,,1768.40002,517.29998,,181.89999,142.19999,0,1.89999,0,3.59999,0,0,2.5,0,,.06,1.89,8.45,,,97,62.18999,-23.50158,,,,,0,.19,,,.57894,27,-4.64,-4.8,-1.12,,15.43,11.5,3,0,0,90,10.61,-14.82,-8.71,.37,16.38,1561.38,-95.74,9.91,0,0,0,358002.34,135.77,0,100,0,0,0,,.46,,.52,,.87,1.16,,0,,20131231,0,0,1145.69995,12,,,.01999,.02,20140301,,3.07,NSDQ,
CHINA ADV CONS,CADC,,.09,.13,-35.89,-33.86,8.2453,-17.74,5.63649,,74.49,116.55,-.35,9.23,,,,,-351.01,3.23,,,-48.68,-.64,,,,-4.73001,-6.35,0,85.19999,0,137.25,0,2.03999,111.26999,,,,,,.35278,,-23.598,.637,-278.7801,3.23,,0,,0,,-42.36,.56897,,,-23.03,-26.85,-13.76,1.39,9.4,3.76,,,,,3.32,-27.13,-26.31,-5.7,8,5.59,,,,,0,3625.25,1.49,,,,,,,,,,,,,,,-12.48,20140630,,,79,,,,-3.39001,-3.39,20140301,-11.37,,NSDQ,
CHEESECAKE FACT,CAKE,108.52,4.21,1.11,20.59,20.13,15.93099,10.22,8.8718,125.97894,1877.91,1511.31994,239.5,11.65,1.38,16.64,95.64,5.49,11.7,9.57,14.07,17.44,3.81,4.22,1981.04602,497.23599,20.32,160.94999,156.44999,0,264.23999,0,225.89999,18.63999,35.47,70.06999,4.6805,.05,.64,.72,10.19,1.756,43.46599,114.34999,192.569,16.18573,9.57,8.3394,.49,,.51999,.06,5.82,37.09899,.45549,34,-11.17,-8.51,-1.22,.98,14.47,42.88,2.33,33.33,0,156,41.77,-2.83,-14.95,.61,49.44,2141.64,-3.28,19.36,0,-2.96,1.31,894845.88,49.94,0,66.67,-2.77,-6.91,-3.37,-3.54,.56,.02,.62,.02,2.11,2.22,.0154,-.12,2.11,20131231,0,0,577.34997,48.67,-12.24,-3.82,.58999,.59,20140601,2.1,2.58,NSDQ,
CALLIDUS SOFTWR,CALD,-300,11.79,3.96,-7.69,-7.48,-27.369,-1.63,-13.18401,246.335,112.34,47.77999,-6.33,158.15,,,75,45,63.64,62.51,20,,18.31,7.75,129.56599,33.27799,,-16.17001,-19.35001,0,64.44,15.17,71.59999,48.2,0,29.20999,26.23699,,1.03,1.11,.91,.89284,,-21.41,2.73699,22.67967,62.51,38.14155,0,,0,-.19,-3.73,4.6564,.65782,2,-21.92,-13.97,-5.72,1.3,47.26,10.72,1,100,0,34,6.67,9.84,-25.25,-.04,15.24,492.67,0,,0,0,0,259185.2,45.96,0,0,0,0,0,0,-.03,0,-.02,0,-.17,-.11,-.12857,0,-.06,20131231,0,0,42.04999,16.5,33.33,25,-.04,-.04,20140601,-.2,-.04,NSDQ,
MAGICJACK VOCTC,CALL,47.76,5.64,1.79,254.11,254.11,,28.36,14.743,254.46299,143.49,49.09,52.29,4.78,,9.84,,-53.65,33.66,15.38,,,-9.39,81.44,137.292,33.93399,5.95,47.43999,47.13999,0,68.01,0,91.58999,47.95999,4.48999,3.61999,0,,1.39,1.28,2.53,.91589,10.78199,70.30999,55.38,25.89077,15.38,,0,,0,.49,30.97,34.076,1.22746,51,19.82,-4.8,1.64,2.26,24.32,14.27,2,50,0,18,10.97,-17.42,14.71,.32,24.54,254.46,-14.29,11.24,0,-7.97,0,506604.81,17.83,0,50,-10.53,-11.11,-14.2,,.32,,.34,,2,1.27,,-5.88,2.4,20131231,0,0,37.43999,17,26,45.75,.41999,.42,20140301,2.74,1.45,NSDQ,
CALAMP CORP,CAMP,98.04,4.46,2.53,19.96,19.69,8.38609,14.98,6.56869,203.75134,235.9,155.97,26.70999,18.24,1.02,16,104.17,20.77,16.95,-69.59,20,168.66,30.64,21.15,252.22399,59.082,23.63,18.27,17.90999,0,42.11,.69999,92.23999,44.54999,14.96,36.9,.34172,0,2.46,1.84,3.81,1.394,11.26799,11.8,33.208,-73.55446,-69.59,-73.5513,0,,0,.05,10.75,7.41219,.95891,11,-39.19,-13.79,-2.74,1.05,9.47,17.01,1.33,83.33,0,83,15.19,11.61,-41.78,.16,34.41,611.25,0,20.41,4.76,-5.84,0,815770.81,35.94,0,16.67,-8.5,-14.53,-5.48,0,.17,.03,.23,.07,.72,.83,.03019,0,.72,20140228,0,0,133.13999,26.7,-10,3.46,.15999,.16,20140501,.69,1.06,NSDQ,
CAMTEK LIMITED,CAMT,150,1.8,1.25,6.97,4.78,9.1427,4.65,5.06339,113.007,85.4,51,1.98,26.08,,12.79,37.5,150,-57.14,321.92,,-24.38,1.01,9.81,91.9,23.2,23.19,-.60001,-.60001,0,23.32999,0,70.52999,2.55999,17.90999,27.28,0,,3,2.26,2.06,.95522,2.82559,.007,4.274,133.33334,321.92,206.07287,0,,0,0,3.27,3.3742,1.08615,2,-8.4,15.94,5.4,1.87,50.37,3.71,1,100,0,8,1.64,16.3,-12.3,.03,5.75,113.01,166.67,24.73,0,15.39,0,2256256.25,30.46,0,0,-33.33,-25,-3.33,,.03,,.02,,,.15,,0,.16,20131231,0,0,61.88999,5.5,,,.07999,.08,20140601,.06,.29,NSDQ,
AVIS BUDGET GRP,CAR,368.8,8.55,.73,36.12,2.14,1.73629,1.51,1.19939,1184.45141,7937,4074,2759,2.83,.67,15.38,,31.18,-9.47,-75.28,28.9,55.45,7.88,11.97,8521.35839,2530.30004,24.54,888,97,0,1568,10642,1944,1614,0,619,94.14399,,1.16,1.24,6.57,.46362,,16,2127,-94.48276,-75.28,,0,,0,0,3.26,16.666,.84502,36,39.01,-8.97,-6.35,3.09,84.15,56.19,2.22,50,16.67,37,26.77,8.5,33.09,.63,61.73,5922.26,100,19.47,0,.21,0,912428.88,105.4,0,33.33,-.8,-.22,.16,9.06,1.84,.03,.25,.14,2.17,2.89,.00936,2.26,2.29,20131231,0,0,771,56.83,25,30.78,.15999,.16,20140301,2.2,3.65,NSDQ,
CARA THERAPEUTC,CARA,,4.3,,,,,,,96.05866,11.96,0,.66,,,,,-47.74,-76.19,,,,905.38,,2.15269,5.75,,-.24,-3.99001,65.58,5.42999,0,14.55,0,0,.05999,0,,11.86,2.68,2.96,,,-3.96001,-2.172,36.8421,,,,,0,-.33,,,2.6685,108,,-24.73,-4.92,,18.08,12.75,1.25,100,0,12,10.6,-6.46,,-.23,22.49,288.18,-57.14,,0,0,0,79874.4,22.6,0,0,0,0,-7.78,,-.29,-.29,-.31,-.23,-.6,-1.09,-.16113,0,,20131231,0,0,-54.07,22.75,-16.67,,-.22,-.22,20140301,-.74,-1.22,NSDQ,
CARBONITE INC,CARB,150,19.05,2.24,-27.83,-24.19,-125.783,-3.14,-38.535,259.72299,107.19,34.88,2.01999,55.81,,,75,10,51.61,71.37,27.5,,27.55,34.82,122.72,31.305,,-10.55001,-10.55001,0,81.45999,0,70.37999,15.47999,0,1.87,0,,.89,.86,.51,1.03849,,-10.60001,4.611,44.00422,71.37,75.82226,0,,0,-.1,-2.43,53.249,.84102,10,-17.75,-22.16,-8.47,.73,14.77,9.73,2.4,40,20,122,8.56,-2.01,-21.26,-.09,16.48,259.72,11.11,,-9.09,3.57,0,87829.05,26.69,.2,40,0,33.33,0,0,-.06,,-.08,,-.41,-.27,,0,-.13,20131231,0,0,12.81999,10.5,66.67,68,-.08,-.08,20140601,-.3,-.19,NSDQ,
META FINL GRP,CASH,126.61,1.44,2.3,10.91,9.72,8.4482,.89,.78193,112.77349,94.48,1.27999,39.88999,5.79,,10.67,115.44,-2.36,-19.95,36.3,,6.95,-11.6,-6.46,100.65499,26.235,14.05,18.79,17.12,0,1531.35998,17.30999,432.77999,2.32999,0,392.70999,10.008,,.28,.28,25.49,.05475,,13.40999,37.91799,-21.62479,36.3,48.10653,2.31,0,.51999,.14,16.08,.24128,.02616,10,-8.75,-7.49,-4.51,.16,44.54,36.8,1.67,66.67,0,205,29.42,-.19,-12.64,.8,45.99,225.55,-15,12.69,0,0,1.41,13861.1,6.13,0,33.33,0,0,0,,.79,.12,.83,.1,2.41,2.9,.05364,0,2.62,20130930,0,0,142.97999,46,-25.56,-11.18,.68,.68,20140601,2.97,3.45,NSDQ,
CASEYS GEN STRS,CASY,86.24,3.54,.32,19.44,8.85,10.574,6.05,7.2059,417.77536,7840.25,6605.99023,377.25,9.58,1.63,16.29,,1.88,17.69,21.59,11.5,11.77,8.13,15.63,8647.13769,2260.54809,19.12,245.8,206.52999,0,362.94,853.64001,378.14001,120.4,204.83,38.31,54.25099,,1.04,.48,18.7,3.5243,32.983,134.50999,265.96398,21.59644,21.59,,1.14,18.965,.72,.02,1.72,244.54899,.37196,4,-5.81,-6.38,-2.04,.69,13.29,66.17,2.5,33.33,0,86,64.5,-.81,-9.82,1.23,77.07,2506.65,5.36,18.77,0,-1.12,1.21,153224.2,37.88,0,66.67,-.46,-.67,0,0,1.23,.04,1.08,.06,3.42,3.53,.03636,-3.18,3.46,20140430,0,0,719.85998,78.18,-22.45,-1.99,.58999,.59,20140401,3.46,4.06,NSDQ,
CARDTRONICS INC,CATM,103.92,6.2,1.76,35.33,12.34,12.074,8.46,8.0949,857.59399,876.49,595.28002,181.55,9.87,1.31,16.09,96.36,18.29,24.11,-53.71,14.25,34.78,12.31,15.86,1009.41998,253.473,19.67,83.80999,62.65999,0,214.78999,489.22,206.77,566.09997,5.3,58.27,65.32599,1.71,1,.94,5.77,.96375,113.18699,20.63999,175.90299,-52.28849,-53.71,-44.54761,0,,0,.02,8.97,16.63199,.66669,1,-11.25,12.13,7.35,.7,64.11,38.56,1,100,0,37,28.29,16.78,-15.04,.52,44.31,1715.19,5.77,18.63,22.22,0,0,557451.81,44.48,-.29,0,0,0,-.14,0,.53,.07,.54,.08,1.75,2.07,0,0,1.96,20131231,0,0,247.11,44.1,12.2,9.05,.55,.55,20140601,1.75,2.4,NSDQ,
CATHAY GENL BCP,CATY,115.79,1.32,4.44,8.82,6.09,3.40829,1.17,.6035,509.36898,467.3,40.38,251.85,14.65,1.88,14.26,100,18.88,11.72,11.32,8,28.07,-1.88,-5.33,387.70001,99.03299,15.89,236.08,194.16999,0,8813.49023,661.39001,8629.26953,318.57,0,7953.6499,30.00099,.43,1.02,.98,19.32,.04111,,123.13999,138.91299,4.86247,11.32,6.97184,.42,30.485,.07999,.26,28.48,.05692,.07665,20,-4.26,-3.21,-3.21,1.49,65.07,25.59,2.2,60,0,158,21.79,9.22,-8.35,.41,27.63,2037.48,7.32,15.05,0,2.87,1.09,463231.56,79.62,0,40,1.73,4.14,1.7,0,.44,.02,.44,.02,1.44,1.7,.02037,0,1.61,20131231,0,0,1458.96997,27.3,0,2.51,.43999,.44,20140601,1.43,1.79,NSDQ,
CAVIUM INC,CAVM,170,8.57,7.38,11.21,8.8,3.0058,8.41,2.37369,492.9786,303.99,114.66999,30.73999,39.28,2.94,39.01,127.5,110.86,200,95.54,21.5,10.78,29.1,26.98,371.14199,96.36699,86.39,-10.25,-11.75,0,72.58,16.29,223.64999,114.70999,45.75999,43.63,5.07079,,3.27,2.45,5.44,.87819,2.68919,-2.96001,61.719,97.37192,95.54,102.53677,0,,0,-.01,8.05,6.63059,1.84982,22,35.18,-6.49,-.62,1.48,69.27,46.65,1.64,71.43,0,69,32.63,12.55,29.42,.17,52.87,2464.89,-5.88,63.21,11.99,0,0,826405,52.84,0,28.57,0,0,0,0,.2,.06,.25,.13,.37,.74,.057,0,.54,20131231,0,0,274.82998,54.1,0,3.53,.15999,.16,20140601,.35,1.2,NSDQ,
CAPITAL BNK FIN,CBF,116.36,.68,2.2,4.32,3.72,,.73,,145.6826,346.72,22.04999,-54.6,,2.27,18.46,98.46,25.25,-24.53,-24.24,10,,-2.44,,294.64999,73.8,24.23,74.33,66.20999,0,5269.93017,234.83,4802.04003,155.35,8.01,4623.24023,12.66499,,.91,.91,33.41,.05033,1.87419,38.84,-86.365,-23.07388,-24.24,-19.03577,,,0,.11,14.44,.07223,.0324,11,.13,-6.02,-2.98,-.34,57.25,22.78,1.4,80,0,149,18.87,-2.94,-4.14,.25,25.7,728.41,4,22.74,0,-2.34,0,83961.95,31.98,0,20,-4.46,-5.19,-3.44,0,.26,.07,.27,.11,.69,1,.04754,0,.94,20131231,0,0,1112.78002,26.5,-8.33,4.99,.25999,.26,20140601,.8,1.23,NSDQ,
