Company Name,Ticker,% Ratio of Q1/Q0,% Change F1 Est. (4 weeks),Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Reported Qtr ,Last Yr's EPS (F0) Before NRI,Last Reported Fiscal Yr ,12 Mo Trailing EPS,Earnings ESP (Expected Surprise Prediction),% Change Q2 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),% Change EPS (F(-1)/F(-2)),Long-Term Growth Consensus Est.,5 Yr. Hist. EPS Growth,Q0 Consensus Est. (last completed fiscal Qtr),Q2 Consensus Est. (next fiscal Qtr),Q1 Consensus Est. ,F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,Average Target Price,% Rating Upgrades ,% Rating Strong Buy or Buy,% Price Change (YTD),% Price Change (12 Weeks),% Price Change (4 Weeks),% Price Change (1 Week),Beta,Price as a % of 52 Wk H-L Range,52 Week High,52 Week Low,Last Close,Avg Volume,Market Cap ,Relative Price Change,# of Brokers in Rating,# Rating Strong Buy or Buy,% Rating Strong Sell or Sell,% Rating Change - 4 Weeks,Industry Rank (of ABR),Rank in Industry (of ABR),Change in Avg Rec ,# Rating Upgrades,# Rating Downgrades ,% Rating Hold,% Rating Downgrades ,# Rating Strong Sell or Sell,# Rating Hold,Shares Outstanding ,% Ratio of Q1/prior Yr Q1 Actual Q(-3),% Change Q0 Est. (4 weeks),Long Term Debt ,Current Liabilities ,Current Assets ,Intangibles,Inventory ,Receivables ,Asset Utilization,Inventory Turnover,Operating Margin 12 Mo,Turnover,Net Margin,Preferred Equity,Common Equity,Book Value,% Change Q1 Est. (4 weeks),Current ROI (TTM),Current ROE (TTM),ROI (5 Yr Avg),Current Avg Broker Rec,Cash Ratio,Quick Ratio,Current Ratio,Debt/Equity Ratio,Debt/Total Capital,Dividend ,5 Yr Hist. Div. Growth %,Current ROA (TTM),Price/Sales,Price/Book,Price/Cash Flow,PEG Ratio,P/E (F2),P/E (F1),P/E (Trailing 12 Months),Q(1) Consensus Sales Est. (Mil.),F(1) Consensus Sales Est. (Mil.),5 Yr Historical Sales Growth,Sales Growth F(0)/F(-1),ROA (5 Yr Avg),Market Value/# Analysts,5 Yr Div. Yield %,Div. Yield %,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,Pretax Income ,EBIT ,EBITDA ,Cost of Goods Sold,Annual Sales,
ALUMINA LTD,AWCMY,,0,,,,,,,0,20131231,,,,0,,,100,,,,,,,,.01,.07,,0,50,39.65,2.03,3.56,.18,1.43,83.2,5.94,3.5,5.53,48449.8,3879.6,30.91,2,1,0,0,116,52,0,0,0,50,0,0,1,701.56,,,108.59999,61.4,47.79999,0,0,.1,,,,,1.67,0,2793.3999,4.58,,,,,2,.77687,.78,.78,,3.74219,0,24.39999,,,1.39,,,79,553,,,,,200,,3879.60498,2.16,0,,,100.80515,.5,.5,.5,.5,.5,0,.3,
ALLIED WORLD AS,AWH,66.13,-2.42,-14.77,85.51,24.47,.75,.75,20140601,3.39,20131231,3.72,14,-1.94,-2.51,,-2.63,86.78,75.67,,-.29,.88,.71,.5,3.55,3.3,2.72,40.25,0,40,-3.07,-1.59,-5.72,2.02,.51,66.54,39.47,30.44,36.45,474703.81,3592.26,-9.13,5,2,0,0,213,20,0,0,0,60,0,0,3,98.55,50.78,0,798.48999,7506.02978,8757.90039,317.20001,0,1975.77001,.2034,,15.19,1.1222,.19,0,3519.82006,37.37,-1.2,8.73,10.68,8.78349,2.2,.90355,1.17,1.17,.22,17.82099,.625,29.582,3.09,1.43,.98,10.37,,13.4,11.03,9.79,602.20001,2419.58007,7.81,.02,3.12779,718.45141,1.77,2.47,.46491,75.67,-15.23733,356.013,417.88,427.66,484.17001,484.17001,1375.91003,2222.92,
ARMSTRONG WORLD,AWI,145,-13.39,-7.69,-6.67,-8.79,.6,.6,20140601,2.04,20131231,2.21,0,-22.25,-13.69,-16.6,10.69,-18.73,-6.91,22.74,18.08,.65,.39,.87,2.12,2.26,3.01,60.39,0,50,-3.37,1.02,2.26,3.28,1.18,57.4,61.37,47.99,55.67,1759006.63,3051.16,-9.41,12,6,0,4.51,110,14,0,0,0,50,0,0,6,54.81,100,0,1042.59997,410.89999,884,522.90002,381.70001,239.6,.92874,5.20769,4.53,10.338,.03,0,673.20001,13.47,-17.34,7.23,18.35,5.86059,2.08,.63932,1.22,1.93,1.39,58.11299,0,,4.21,1.12,4.13,13.22,1.08,18.47,24.66,25.19,742.79101,2750.9309,-.99,3.86,3.70869,305.11608,0,0,-6.97675,-6.91,-28.33207,228,94.09999,171.89999,240.69999,349.70001,2097.19995,2719.9,
AMER WATER WORK,AWK,147.31,-.09,-4.62,14.29,2.12,.62,.62,20140601,2.2,20131231,2.33,2.2,1.04,.03,0,9.62,4.27,5.32,8.36,14.98,.65,.49,.91,2.2,2.41,2.61,52.2,0,100,17.58,4.37,2.01,4.13,.32,97.96,49.91,39.13,49.69,669603.13,8895.45,10.22,13,13,0,0,63,3,0,0,0,0,0,0,0,179.02,108.73,0,5230.0498,1235.53002,550.39001,1207.76,32.97,216.38999,.19558,38.52799,14.05,12.32499,.13,0,4727.7998,27.22,0,4.2,8.81,3.3018,1.08,.24364,.42,.57,1.07,51.783,.83999,8.0303,2.75,2.98,1.83,11.05,2.46,19.03,20.6,21.33,902.31298,3110.49511,4.09,.87,2.20009,741.28784,3.1,2.5,1.54695,5.32,3.12508,801.72998,369.26,605.46997,913.63,1321.33996,1312.71997,2901.86,
AMER STATES WTR,AWR,120.51,-2.57,-7.14,-12.5,12.76,.38999,.39,20140601,1.61,20131231,1.5,0,0,-1.28,0,-10.43,14.18,-.05,1,16.73,.42,.25,.47,1.47,1.44,1.54,32.25,0,16.67,9.85,7.86,.25,1.97,.71,75.93,33.57,25.22,31.56,144464.55,1223.86,2.98,6,1,0,-14.29,63,13,.33,0,0,83.33,0,0,5,38.78,88.68,0,326.07,100.9,191.61,1.11,4.55,45.06,.34453,25.82299,12.87,12.248,.13,0,492.39999,12.77,3.3,7.23,11.98,6.1496,2.67,1.40733,1.85,1.55,.63,38.56999,.75999,12.345,4.43,2.67,2.47,11.79,21.89,20.49,21.89,21.04,134.66999,481.19,6.46,1.11,3.6937,244.77299,2.94,2.7,4.77233,-.05,15.77392,103.646,62.68,98.45999,120.87,161.83,115.15,472.08,
AXA SA -SP ADR,AXAHY,,-2.03,,,,,,,2.54,20131231,,,,-3.73,-.48,14.17,3.67,,12.42,,,,,2.56,2.9,3.1,27.6,0,100,-12.84,.96,2.92,1.67,2.15,41.99,27.93,21.69,24.31,157122.45,58781.58,-18.29,2,2,0,66.67,172,1,0,0,0,0,0,0,0,2418,,,13823.61035,80789.85937,68076.70312,23880.16992,0,39401.35937,,,,,.04,0,73473.57812,30.39,,,,,1,.35493,.84,.84,,24.50699,.76561,12.44499,,,.8,7.8,.67,7.84,8.38,,,,,47.05,,29390.78906,3.81,3.83,,,15.41076,7536.86376,6357.24023,8305.8496,9126.72851,10565.26953,128220.78906,170441.5,
ABRAXAS PETE/NV,AXAS,131.82,2.18,10,16.67,-5.83,.10999,.11,20140601,.12,20131231,.24,0,-4.29,1.07,,290,1100,271.99,,21.36,.1,.17,.14,.19,.47,.71,6.07,0,85.71,67.74,7.05,-1.8,-2.32,2.19,78.85,6.28,2.45,5.47,2802802.75,567.96,57.24,7,6,0,0,51,29,0,0,0,14.29,0,0,1,103.83,161.11,8.57,41.79,82.73,39.54,0,0,33.61,.44205,,21.01,3.4962,.41,0,86.9,1.45,0,14.31,24.01,3.07859,1.43,.07167,.48,.43,.3,22.99099,0,,9.29,5.11,3.78,12.88,,7.7,11.69,22.79,43.95,154.57499,14.44,37.56,2.10089,113.5912,0,0,324.87771,271.99,305.64129,39.455,38.63999,39.34,43.91999,71.91,33.86999,94.33,
ANIXTER INTL,AXE,110.45,-.93,-3.68,2.86,1.25,1.57,1.57,20140601,5.9,20131231,6.14,-.58,-.25,-.61,0,7.9,7.08,86.6,15,22.53,1.63,1.61,1.73,5.61,6.37,7.15,102.25,0,28.57,-2.94,-12.18,-8.73,-4.49,1.72,15.2,107.51,83.56,87.2,279966.44,2848.65,-9.01,7,2,0,-7.94,100,4,0,0,0,71.43,0,0,5,32.67,114.08,0,836,902.40002,2275.69995,342.1,959.79998,1182.80004,2.1187,4.95679,3.25,5.10659,.03,0,1027.40002,35.15,-.57,10.6,18.75,8.6468,2.43,.14749,1.46,2.5,.72,41.722,0,,6.89,.45,2.48,12.27,.91,12.19,13.7,14.2,1658.72497,6372.10009,5.23,-.43,5.45139,569.72998,0,0,83.39285,86.6,60.65704,231.19999,200.5,296,343.39999,378.89999,4803.7998,6226.5,
AXOGEN CORP,AXGN,109.52,0,12.5,7.69,-1.2,-.21,-.21,20140601,-1.08,20131231,-.94,,0,0,,13.58,-18.68,-18.71,,,-.24,-.23,-.23,-1.06,-.93,-.62,5.5,0,100,-48.55,-9.94,-9.77,3.13,.61,5.9,4.86,2.15,2.31,52953.75,40.3,-51.77,3,3,0,0,16,1,0,0,0,0,0,0,0,17.45,92,0,21.57999,1.48,18.29,.56999,3.15,1.04999,,,-117.62,,-1.33,0,-2.83,,0,,,2.1319,1,,,,,,0,,,3.03,,,,,,,3.7,14.08399,18.32,42.32,-1.9876,13.43333,0,0,-42.8957,-18.71,-54.69714,-9.264,-14.55701,-10.15,-7.78001,-6.95,1.96,10.95,
AMER AXLE & MFG,AXL,96.8,-4.96,-5.63,10,6.81,.67,.67,20140601,1.76,20131231,2.28,0,-10.47,-4.22,-6.73,31.01,47.9,-57.32,14.34,3.22,.71,.54,.65,1.54,2.31,2.6,21,0,57.14,-10.91,-1.57,-4.86,2.76,2.35,24.09,21.15,17.29,18.22,1605085.88,1378.87,-16.48,7,4,14.29,-5.05,112,22,0,0,0,28.57,0,1,2,75.68,140.99,0,1559.09997,667.09997,997.79998,156.39999,261.79998,458.5,1.1066,11.43,5.08,5.86639,.03,0,33.59999,1.89,-3.56,10.86,329.01,-.52193,2.33,.41597,1.1,1.59,10.78,91.51,0,,5.62,.4,9.62,4.41,.55,7,7.9,7.99,963.16802,3713.98999,17.07,9.43,3.3043,196.98156,0,0,-62.69302,-57.32,-74.29971,312.20401,94.5,86.3,202.19999,379.20001,2728.60009,3207.3,
AXIALL CORP,AXLL,185.76,-11.45,-5.88,-500,-119.39,.47999,.48,20140601,3.93,20131231,2.25,-6.74,-7.87,-7.73,-8.33,-46.23,2.08,-20.81,5.5,31.01,.51,.8,.89,3.6,2.11,4.02,47.67,0,33.33,-12.77,-6.59,-9.47,3.45,3.22,35.56,49.95,36.65,41.38,904896.69,2893.46,-18.23,6,2,0,0,133,23,0,0,0,66.67,0,0,4,69.92,91.92,0,1434.69995,543.09997,1168.5,1836.09997,403.6,548.79998,.78425,9.4693,3.47,7.8288,.04,0,2728.30004,38.79,-17.69,3.85,5.92,4.1784,2.33,.3979,1.41,2.1,.53,34.53099,.47999,,2.72,.63,1.07,5.97,3.56,10.3,19.58,18.39,1246.67602,4684.74414,18.32,40.3,2.84439,482.24252,.44,1.55,92.29827,-20.81,37.17842,484.32199,165.3,241.6,319.20001,537.20001,3960.10009,4666,
AMER EXPRESS CO,AXP,93.2,.71,6.52,2.31,2.63,1.47,1.47,20140601,4.92,20131231,5.3,-.73,1.12,.65,1.57,12.04,11.82,23.32,10.8,28.61,1.38,1.39,1.37,4.92,5.51,6.07,99.21,0,54.55,-3.93,-1.82,-6.16,.24,1.19,63.73,95.84,71.91,87.16,4416662.5,92268.02,-9.95,22,12,13.64,0,24,17,0,0,0,31.82,0,3,7,1058.6,109.6,.06,55330,61639,133256,0,0,113770,.22197,,16.85,.30103,.16,0,19496,19.09,-.06,7.68,28.79,5.7128,2.23,.31613,2.16,2.18,2.71,73.067,.86,6.00029,3.74,2.74,4.56,14.65,1.46,14.36,15.81,16.44,8480.55175,34041.84375,6.87,4.41,2.9813,5126.00146,1.47,1.19,22.37371,23.32,19.56715,6373,5359,7888,9404,10424,442,32974,
AXIS CAP HLDGS,AXS,48.1,8.97,32.52,-8.4,16.87,1.62999,1.63,20140601,5.49,20131231,5.98,0,-1.22,-.53,0,-11.58,73.19,10.12,8.5,5.67,1.23,1.17,.78,5.58,4.85,4.66,49.89,0,58.33,-1.79,2.73,4.29,2.14,.74,62.97,49.56,41.89,46.72,737643.13,5034.97,-7.93,12,7,8.33,7.41,213,29,0,0,0,33.33,0,1,4,107.77,45.06,.25,995.84997,12522.13964,5035.41015,89.51999,0,4047.53002,.21047,,16.02,.97452,.17,627.84002,5240.12011,49.93,-6.79,9.7,13.15,7.4723,2.08,.07889,.4,.44,.28,19.875,1.01999,6.07289,3.37,1.17,.94,6.36,1.13,10.02,9.63,7.81,1109.76696,4378.52685,9.44,6.87,2.756,503.49676,2.66,2.31,-22.10438,10.12,32.93254,839.557,727.46002,734.46002,796.42999,959.35998,2798.37988,4196.37,
AXT INC,AXTI,33.33,72.5,120,33.33,53.96,.00999,.01,20140601,-.25,20131231,-.16,,90.91,91.67,-23.26,78,-377.78,-23.74,16.5,-17.27,-.05,0,0,-.28,-.06,-.02,3.31,0,25,-3.83,16.2,20.1,1.62,1.53,81.04,2.62,2.04,2.51,103192.7,81.84,-9.85,4,1,0,0,69,39,0,0,0,75,0,0,3,32.6,-4.76,0,0,15.42,99.54,0,39.11999,14.93999,.49176,1.7977,-6.56,4.78259,-.09,3.52999,142.00999,4.32,107.14,-3.63,-3.72,5.3125,2.5,2.94941,3.92,7.84,0,0,0,,-3.23,1.02,.58,,,,,,21.73999,83.637,5.14,-3.44,4.73089,40.91949,0,0,-740.48676,-23.74,-355.62702,-1.97801,-7.95,-6.62,-6.62,-.64,73.5,85.33,
AXTEL SA DE CV,AXTLF,,,,,,-.03,-.03,20130601,-.04,20131231,,,,,,,,,,,,,,.19,,,,0,0,7.51,8.64,0,0,-.08,100,.38,.32,.3823,0,473.65,.78,1,0,100,0,,,0,0,0,0,0,1,0,1238.96,,,,,,,,,,,,,,,,,,,,,5,,,,,,0,,,,,,,,,,,721.63,,,,,0,0,,,,,-54.788,,,,,787.56,
ALEXCO RESOURCE,AXU,100,0,0,0,6.67,-.02,-.02,20140601,-.06,20131231,.01,,0,0,,-33.33,-500,96.2,,-95.35,-.02,-.02,-.02,-.06,-.08,.02,1.75,0,100,-19.05,-19.69,-20.93,3.03,1.03,5.61,2.2,.95,1.02,410482.81,63.83,-24.11,1,1,0,0,179,12,0,0,0,0,0,0,0,62.57,-50,0,0,3.79999,18.68,.31,5.09999,4.78,.23142,4.4225,.1,4.8431,-1.28,0,98.27999,1.45,0,.03,.03,-1.9566,2,2.31578,3.57,3.72,0,0,0,,.02,2.21,.7,5.65,,51,,102,,,87.52,-54.68,-1.3577,63.825,0,0,-22569.66797,96.2,-1532.74854,11.288,-49,-60.3,-60.3,-45.17,49.15999,38.41,
ALDERON IRON,AXX,66.67,0,-50,50,20.83,-.03,-.03,20140601,-.09,20131231,-.07,0,-8.33,27.49,,-11.11,85.94,82.92,,,-.02,-.07,-.02,-.11,-.1,-.21,2.64,0,100,-21.02,7.81,3.33,-1.35,1.92,19.28,1.91,1.08,1.24,76860.55,161.38,-25.96,3,3,0,11.11,95,3,0,0,0,0,0,0,0,130.14,100,-33.33,0,13.97999,97.56999,0,0,3.65,,,,,,0,242.28999,1.74,-33.33,-3.33,-3.44,-64.81901,1.33,6.71816,6.98,3.47,.07,6.5668,0,,-3.14,,.71,,,,,,,,,,-57.522,53.79299,,0,89.70485,82.92,81.5576,-11.39201,-13.19,-13.19,-13.19,-13.05001,0,,
ACUITY BRANDS,AYI,122.5,0,-11.5,-9.64,-1.81,1,1,20140501,3.31,20130831,3.74,,0,0,0,18.66,10.33,43.26,14.75,13.69,1.13,1.13,1.23,3.3,3.93,4.87,129.25,0,30,9.71,-3.79,6.61,4.91,1.55,60.02,143.65,84.32,119.93,335618.81,5182.77,2.84,10,3,0,0,14,4,0,0,0,70,0,0,7,43.22,118.93,-1.69,353.6,386.20001,913.5,813.29998,203,318.29998,1.16809,6.42659,7.05,7.0257,.06,0,993.5,26.03,0,11.49,15.33,10.659,2.4,1.01553,1.84,2.62,.31,23.91799,.51999,0,8.23,2.25,4.61,27.93,2.07,24.63,30.53,32.07,646.78002,2371.61401,8.07,8.04,7.31879,575.86389,.95,.43,30.6712,43.26,9.54428,183.89999,127.4,193.1,224.3,265.1,1251.5,2089.1,
AIRCASTLE LTD,AYR,71.23,23.71,375,114.29,162.45,.56999,.57,20140601,.74,20131231,1.7,0,-11.61,15.37,-23.32,71.08,0,-143.21,16.93,12.62,.12,.41,.41,.07,1.27,1.82,21.07,0,50,0,15.42,9.99,.16,1.82,76.67,20.07,16.17,19.16,401477.25,1552.04,-6.26,8,4,25,0,216,9,0,0,0,25,0,2,2,81,126.88,0,0,3849.02001,887.21002,0,0,2.81999,.12213,,17.97,166.17599,.04,0,1645.40002,20.26,-.16,8.42,8.42,4.80499,2.21,.22977,.23,.09,0,0,.69499,19.04199,2.19,2.03,.95,4,.89,10.53,15.13,11.27,180.92799,761.39001,7.04,3.21,2.12719,310.4074,4.42,4.18,-46.44664,-143.21,-9.3731,386.74099,29.78,38.93999,282.69,614.73999,0,708.65,
ASTRAZENECA PLC,AZN,80,2.38,15.04,-2.5,.79,1.29999,1.3,20140601,5.05,20131231,4.91,0,-11.11,-.43,400,-12.55,-26.38,-58.57,.5,-2.46,1.13,.88,1.04,5.07,4.42,4.23,74.37,0,16.67,18.38,-2.77,-6.31,1.4,.51,66.44,81.09,48.88,70.28,3335676,88623.08,10.97,6,1,16.67,0,85,15,0,0,0,66.67,0,1,4,1261,85.95,0,8588,16051,20335,26028,1909,8373,.45561,2.5908,23.79,3.0998,.1,0,23253,17.49,4,20.17,27.38,26.152,3,.62631,1.15,.99,.34,25.565,2.79999,6.3646,10.84,3.41,4.02,8.1,31.83,16.61,15.91,14.31,6209,25663.5,-6.42,-8.09,15.121,17724.61523,5.27,3.98,-63.84969,-58.57,-59.36463,10902,2571,3267,3267,7850,5261,25711,
AUTOZONE INC,AZO,133.3,0,0,1.26,-.97,8.46,8.46,20140501,27.15,20130831,30.14,,0,0,0,16.3,15.63,10.14,14.22,22.32,8.46,7.29,11.28,27.68,31.58,35.84,564.36,0,37.5,11.71,-1.29,3.64,1.6,.35,92.47,543.84,411.89,533.9,179276.25,17405.14,4.72,16,6,0,0,34,7,0,0,0,62.5,0,0,10,32.6,115.54,0,4013.26,4169.1499,3278.01,367.82,2861.01,171.63,1.33389,1.5217,10.96,52.408,.11,0,-1687.31006,-54.42,0,44.3,,39.29,2.25,.05885,.1,.78,-2.3,,0,,14.63,1.83,,15.44,1.19,14.9,16.91,17.71,3065.37792,9502.36035,7.36,6.32,14.26399,1160.34289,0,0,10.05033,10.14,9.25545,1228.54101,1016.47998,1587.68005,1773.08996,2008.57995,4406.58984,9147.53,
ASPEN TECH INC,AZPN,76.19,14.06,55.56,47.06,50.65,.28,.28,20140601,.95,20140630,.94,,6.49,0,0,15.26,97.92,89.53,13,,.18,.27,.21,.82,1.1,.95,47.1,0,60,3.37,-2.79,-3.38,-5.59,.68,71.1,47.84,31.82,43.21,615862.06,3978.43,-3.1,5,3,0,-8,36,4,.13,0,0,40,0,0,2,92.07,133.33,0,0,266.5,329.67999,19.27,0,39.77,1.03219,,22.85,9.98859,.22,0,83.66999,.91,0,100.88,100.88,3.0162,1.8,1.08784,1.24,1.24,0,0,0,,23.58,10.16,47.55,42.19,3.04,45.48,39.46,45.97,103.16699,436.43301,14.39,25.71,-2.5007,3978.4309,0,0,308.23617,89.53,89.52718,94.30899,85.77999,128.52999,128.55999,133.77,52.68,391.45,
ALLIANZ AG-ADR,AZSEY,,,,,,.51999,.52,20140601,1.79,20131231,1.81,,,,,3.91,-69.3,9.17,,-1.99,,,,,1.86,1.94,,0,0,-5.71,2.73,-1.24,2.98,1.91,70.3,18.24,14.39,17.095,163969.59,77566.16,-11.61,2,0,50,20,172,25,0,0,0,50,0,1,1,4537.36,,,26013.41992,844691.1875,184294.98437,17400.73046,0,24667.8496,.14824,,5.8,5.4987,.06,0,70199.32031,17.02,,8.51,11.5,13.222,4,.18897,.22,.23,,24.725,.43533,6.4281,.86,.54,1,8,,8.81,9.19,9.44,,,.65,11.1,1.3557,77566.16406,3.29,3.16,14.80072,9.17,19.32548,9699.28125,8426.73046,12810.12011,14566.12988,16037.87988,63495.39062,151999.41,
AZZ INC,AZZ,123.08,0,-3.7,-4.55,-9.37,.51999,.52,20140501,2.16,20140228,2.1,,0,.81,0,20.22,.93,1.62,12,11.05,.54,.76,.64,2.36,2.6,3.33,53.5,0,66.67,-4.93,5.83,-1.09,2.99,1.23,77.62,49.38,36.29,46.45,113383.45,1191.44,-10.88,3,2,0,0,73,6,0,0,0,33.33,0,0,1,25.65,112.28,-5.56,384.76,144.00999,296.17999,459.42999,107.58,116.12,.80277,5.35069,6.89,6.1721,.08,0,375.91,15.3,0,6.94,14.42,9.69939,1.67,.50329,1.31,2.09,.97,49.13399,.56,3.6679,5.53,1.52,3.04,12.01,1.49,13.94,17.89,22.12,205.5,855.65002,19.25,31.74,7.93819,397.14767,1.72,1.21,-1.4225,1.62,-1.42267,98.76799,59.59,93.91,112.30999,155.61,546.01,751.72,
BARNES GRP,B,97.17,.52,0,-3.85,-5.33,.58999,.59,20140601,1.83,20131231,2.05,0,.55,-.85,0,24.32,-1.61,-62.85,10,25.66,.59,.61,.57,1.89,2.28,2.52,41.6,0,50,-8.98,-6.91,-7.6,.49,1.73,38.14,40.71,31.27,34.87,327722.75,1890.13,-14.68,6,3,0,0,146,21,0,0,0,50,0,0,3,54.21,147.01,0,490.33999,300.30999,577.19,1183.98999,211.24,258.66,.57915,3.9546,9.54,4.4312,.25,0,1141.41003,21.65,1.47,7.28,10.18,6.6946,2.17,.35726,1.22,1.78,.43,29.95499,.41999,8.84829,5.52,1.58,1.61,10.93,1.53,13.83,15.33,17.01,312.77499,1265.16198,1.97,-11.25,4.93779,315.02133,1.61,1.26,223.22711,-62.85,184.04031,168.347,270.51998,107.56999,120.66,188.1,738.16998,1091.57,
BOEING CO,BA,82.36,7.41,19.8,14.29,17.3,2.42,2.42,20140601,7.07,20131231,7.86,.5,2.61,1.72,2.44,16.27,41.4,19.15,10.41,43.91,2.02,2.08,1.99,6.72,8.22,8.48,155.13,0,70,-8.43,-5.61,-2.59,3.46,1.14,53.43,144.37,102.73,124.98,5290660.5,91138.55,-14.16,20,14,0,-4.83,140,4,0,0,0,30,0,0,6,729.22,110.73,-.1,8072,51486,65074,8095,42912,6890,.95181,1.7099,6.71,12.036,.05,0,14997,19.45,3.43,28.17,44.85,22.229,1.6,.29662,.43,1.23,.51,33.95399,1.94,8.6392,6.38,1.03,6.43,12.76,1.46,14.74,15.2,15.9,22914.12109,89669.08593,8.12,21.6,4.43359,6509.89599,2.4,2.34,8.84153,19.15,17.5641,7284.14501,4585,6232,6693,8537,73193,86623,
BANRO CORP,BAA,,28.57,150,200,112.5,-.01,-.01,20140601,.01,20131231,0,,,-166.67,,-600,150,-183.99,,,-.02,,,-.01,-.05,-.02,.05,0,0,-66.13,-57.06,-30.77,-21.21,1.72,.88,1.01,.18,.1883,1614427.88,47.47,-68.25,1,0,100,0,128,102,0,0,0,0,0,1,0,252.1,,,171.83999,127.01,53.70999,0,31.93,8.88,.13563,2.4472,-1.58,11.772,.01,27.96999,490.98001,1.95,,-.25,-.36,-.73336,4,.10156,.17,.39,.36,22.50499,0,,-.21,.43,.1,1.74,,6.28,,,,147.6,,162.27,-.69986,47.471,0,0,-203.18656,-183.99,135.74562,27.22999,1.62999,1.62999,7.07999,32.68,66.18,111.81,
NATUS MEDICAL,BABY,109.53,1.11,7.69,13.04,23.56,.28,.28,20140601,1.03,20131231,1.21,0,0,.24,0,18.45,66.13,186.3,18.5,17.51,.26,.38,.31,.98,1.22,1.38,31.5,0,66.67,24.44,15.99,10.06,1.3,1.04,91.41,29.4,13.1,28,287265.56,900,16.66,3,2,0,0,19,51,0,0,0,33.33,0,0,1,32.14,102.22,0,27.5,80.06999,196.75999,196.05,37.68,82.11,.82302,3.8554,10.91,4.2993,.07,0,306.30999,10.28,-1.08,11.35,12.2,6.90889,2,.96128,1.99,2.7,.02,1.78349,0,,8.98,2.59,2.72,19.47,1.24,20.24,22.95,23.14,87.43,351.057,18.08,17.97,5.53399,300.00134,0,0,283.55981,186.3,489.43298,44.53699,22.87,31.55999,31.55999,44.4,142.08,344.11,
BANK OF AMER CP,BAC,103.23,-.44,6.9,-200,-31.5,.31,.31,20140601,.98,20131231,.83,6.25,-1.25,-.04,0,-17.65,292,3.17,9.5,29.31,.29,.33,.32,.89,.81,1.51,17.84,0,42.86,-.77,4.96,-.45,1.51,1.67,41.61,17.92,13.69,15.45,57602520,162534,-6.98,21,9,9.52,0,203,10,0,0,0,47.62,0,2,10,10520,114.29,-1.22,249674,1582507,1515798,80470,11362,970253,.04639,.102,10.22,.10247,.11,13352,219333,21.16,-.19,2.08,4.61,1.13699,2.38,.33755,.95,.95,1.16,51.98799,.03999,0,.47,1.64,.73,9.92,2.02,10.24,19.14,18.61,21489.41406,87803.42187,-7.64,1.62,.29423,9560.82324,.35,.26,57.06398,3.17,172.94651,16609.58007,11431,16172,27531,31791,1396,101697,
BANK CHINA LTD,BACHY,,,,,,.64999,.65,20140301,2.2,20131231,2.32,,,,,,15.18,16.06,,15.86,,,,2.16,,,,0,100,2.08,1.55,4.8,-.38,1.41,84.09,12.17,9.85,11.8,37322.8,39469.71,-4.31,1,1,0,0,,,0,0,0,0,0,0,0,3344.89,,,346443.8125,1689612.25,1829096.625,0,0,1308116.25,.0468,,24.91,.07981,.25,0,155278.53125,49.49,,5.33,17.2,6.51189,1,.30834,1.08,1.11,,70.261,.58687,9.62899,1.17,.37,.24,1.41,,,,5.09,,71674.67968,21.3,6.77,1.1315,,4.6,5.65,,16.06,14.50498,28050.79882,26444.16992,34363.48046,72382.19531,74916.125,0,104551.5,
BAE SYSTEMS-ADR,BAESY,,-.77,,,,,,,2.79,20131231,,,,-.37,0,-7.71,13.41,,3.59,,,,,2.81,2.58,2.67,26.27,0,50,.85,5.5,1.79,1.83,1.15,85.68,30.14,25.95,29.54,89662.1,23346.14,-5.46,4,2,25,0,71,16,0,0,0,25,0,1,1,790.32,,,3949.55004,13214.73046,9653.25,15233.32031,1064.06005,4753.85986,,23.207,,,.01,0,5348.47998,6.67,,,,,2.25,.29023,.65,.73,,42.477,1.19609,7.31349,,,4.43,5.33,3.2,11.06,11.47,,,29063.78906,,6.62,,11673.07226,4.94,4.38,,,-83.89776,4449.63916,275.39999,660.34002,660.34002,2846.3601,25501.53906,28089.54,
